"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3299","Test - create provisioning record and get id","testcase.ACS","Thu May 22 18:35:52 CST 2025","failed","Thu May 22 18:35:55 CST 2025","TestSystemGroup","test_system_group","",""
"","502","Test - Query device count with different paramters:{'ipAddress': '192.168.1.2'}","testcase.ACS","Thu May 22 18:34:19 CST 2025","passed","Thu May 22 18:34:20 CST 2025","TestDevice","test_device","",""
"","499","Test - get provisioning record list","testcase.ACS","Thu May 22 18:35:36 CST 2025","passed","Thu May 22 18:35:37 CST 2025","TestProvisioningRecord","test_provisioning_record","",""
"","1211","Test - Query device with different paramters:{'orderBy': 'createTime'}","testcase.ACS","Thu May 22 18:35:01 CST 2025","passed","Thu May 22 18:35:02 CST 2025","TestDevice","test_device","",""
"","1044","Test - create record twice ","testcase.ACS","Thu May 22 18:36:02 CST 2025","failed","Thu May 22 18:36:03 CST 2025","TestWorkflow","test_workflow","",""
"","1157","Test - test the paramter are case-insensitive ","testcase.ACS","Thu May 22 18:36:05 CST 2025","failed","Thu May 22 18:36:06 CST 2025","TestWorkflow","test_workflow","",""
"","554","Test - Query count with different paramters:{'opMode': 'RG'}","testcase.ACS","Thu May 22 18:35:35 CST 2025","passed","Thu May 22 18:35:35 CST 2025","TestProvisioningRecord","test_provisioning_record","",""
"","1617","Test - Create with wrong tpe","testcase.ACS","Thu May 22 18:35:48 CST 2025","passed","Thu May 22 18:35:49 CST 2025","TestSystemGroup","test_system_group","",""
"","496","Test - Query device count with different paramters:{'$matcher': {'serialNumber': 'CXNK01A8D0C7'}}","testcase.ACS","Thu May 22 18:34:18 CST 2025","failed","Thu May 22 18:34:18 CST 2025","TestDevice","test_device","",""
"","698","Test - Query count with different paramters:{'opMode': 'RG'}","testcase.ACS","Thu May 22 18:35:33 CST 2025","passed","Thu May 22 18:35:34 CST 2025","TestProvisioningRecord","test_provisioning_record","",""
"","0","Test - test the paramter are case-insensitive ","testcase.ACS","Thu May 22 18:34:07 CST 2025","skipped","Thu May 22 18:34:07 CST 2025","TestACSAPI","test_api_acs","",""
"","499","Test - Query device count with different paramters:{'registrationId': 'reg123'}","testcase.ACS","Thu May 22 18:34:24 CST 2025","passed","Thu May 22 18:34:25 CST 2025","TestDevice","test_device","",""
"","1050","Test - delete record ","testcase.ACS","Thu May 22 18:36:07 CST 2025","passed","Thu May 22 18:36:09 CST 2025","TestWorkflow","test_workflow","",""
"","498","Test - Query device with different paramters:{'additionalHardwareVersion': ''}","testcase.ACS","Thu May 22 18:34:51 CST 2025","failed","Thu May 22 18:34:51 CST 2025","TestDevice","test_device","",""
"","519","Test - Query device count with different paramters:{'$matcher': {'serialNumber': 'CXNK01A8D0C7'}}","testcase.ACS","Thu May 22 18:34:29 CST 2025","failed","Thu May 22 18:34:30 CST 2025","TestDevice","test_device","",""
"","535","Test - get provisioning record list","testcase.ACS","Thu May 22 18:35:37 CST 2025","passed","Thu May 22 18:35:38 CST 2025","TestProvisioningRecord","test_provisioning_record","",""
"","0","Test - get list ","testcase.ACS","Thu May 22 18:34:09 CST 2025","skipped","Thu May 22 18:34:09 CST 2025","TestAPI","test_api_swagger","",""
"","568","Test - Query device count with different paramters:{'macAddress': 'e4:6c:d1:43:44:0e', 'modelName': 'GS4229E'}","testcase.ACS","Thu May 22 18:34:29 CST 2025","passed","Thu May 22 18:34:29 CST 2025","TestDevice","test_device","",""
"","517","Test - Query device count with different paramters:{'macAddress': 'e4:6c:d1:43:44:0e', 'modelName': 'GS4229E'}","testcase.ACS","Thu May 22 18:34:17 CST 2025","passed","Thu May 22 18:34:18 CST 2025","TestDevice","test_device","",""
"","593","Test - Query device count with different paramters:{'skip': 10}","testcase.ACS","Thu May 22 18:34:23 CST 2025","passed","Thu May 22 18:34:23 CST 2025","TestDevice","test_device","",""
"","585","Test - Query device with different paramters:{'hardwareVersion': '3000307602'}","testcase.ACS","Thu May 22 18:34:58 CST 2025","passed","Thu May 22 18:34:59 CST 2025","TestDevice","test_device","",""
"","538","Test - Query device with different paramters:{'ipAddress': '192.168.1.2'}","testcase.ACS","Thu May 22 18:34:43 CST 2025","failed","Thu May 22 18:34:43 CST 2025","TestDevice","test_device","",""
"","510","Test - get provisioning record list","testcase.ACS","Thu May 22 18:35:38 CST 2025","passed","Thu May 22 18:35:38 CST 2025","TestProvisioningRecord","test_provisioning_record","",""
"","698","Test - Query device with different paramters:{'ipAddress': '192.168.1.2'}","testcase.ACS","Thu May 22 18:34:55 CST 2025","passed","Thu May 22 18:34:56 CST 2025","TestDevice","test_device","",""
"","518","Test - Query device with different paramters:{}","testcase.ACS","Thu May 22 18:34:40 CST 2025","passed","Thu May 22 18:34:41 CST 2025","TestDevice","test_device","",""
"","567","Test - Query device with different paramters:{'hardwareSerialnumber': '632410013588'}","testcase.ACS","Thu May 22 18:35:07 CST 2025","passed","Thu May 22 18:35:08 CST 2025","TestDevice","test_device","",""
"","543","Test - Query device with different paramters:{'limit': 3}","testcase.ACS","Thu May 22 18:34:59 CST 2025","passed","Thu May 22 18:35:00 CST 2025","TestDevice","test_device","",""
"","543","Test - can not delete group associated with group","testcase.ACS","Thu May 22 18:35:45 CST 2025","failed","Thu May 22 18:35:46 CST 2025","TestSystemGroup","test_system_group","",""
"","0","Test - create record ","testcase.ACS","Thu May 22 18:34:10 CST 2025","broken","Thu May 22 18:34:10 CST 2025","TestConfigurationProfile","test_configuration_profile","",""
"","522","Test - Query device count with different paramters:{'orderBy': 'createTime'}","testcase.ACS","Thu May 22 18:34:35 CST 2025","passed","Thu May 22 18:34:36 CST 2025","TestDevice","test_device","",""
"","499","Test - get list ","testcase.ACS","Thu May 22 18:34:09 CST 2025","passed","Thu May 22 18:34:09 CST 2025","TestConfigurationProfile","test_configuration_profile","",""
"","0","Test - crud record ","testcase.ACS","Thu May 22 18:34:15 CST 2025","broken","Thu May 22 18:34:15 CST 2025","TestConfigurationProfile","test_configuration_profile","",""
"","579","Test - get list ","testcase.ACS","Thu May 22 18:36:02 CST 2025","passed","Thu May 22 18:36:02 CST 2025","TestWorkflow","test_workflow","",""
